date,value
07-03-2018,11.13
08-03-2018,10.42
09-03-2018,10.21
10-03-2018,9.33
11-03-2018,9.33
12-03-2018,9.96
13-03-2018,9.59
14-03-2018,9.8
15-03-2018,9.92
16-03-2018,9.79
17-03-2018,9.67
18-03-2018,9.39
19-03-2018,9.67
20-03-2018,9.58
21-03-2018,9.46
22-03-2018,9.46
23-03-2018,9.35
24-03-2018,8.72
25-03-2018,8.72
26-03-2018,9.77
27-03-2018,9.71
28-03-2018,9.38
29-03-2018,9.89
30-03-2018,9.89
31-03-2018,9.87
01-04-2018,9.28
02-04-2018,9.58
03-04-2018,9.5
04-04-2018,9.71
05-04-2018,9.25
06-04-2018,9.04
07-04-2018,9.33
08-04-2018,8.94
09-04-2018,9.16
10-04-2018,8.79
11-04-2018,8.63
12-04-2018,8.71
13-04-2018,8.63
14-04-2018,8
15-04-2018,8
16-04-2018,8.71
17-04-2018,8.59
18-04-2018,8.33
19-04-2018,8.33
20-04-2018,8.33
21-04-2018,8
22-04-2018,7.56
23-04-2018,8.29
24-04-2018,8.41
25-04-2018,8.29
26-04-2018,8.5
27-04-2018,8.21
28-04-2018,7.72
29-04-2018,7.66
30-04-2018,7.66
01-05-2018,7.66
02-05-2018,8.08
03-05-2018,8.04
04-05-2018,8.33
05-05-2018,8.12
06-05-2018,7.5
07-05-2018,8.12
08-05-2018,7.71
09-05-2018,7.31
10-05-2018,7.37
11-05-2018,7.31
12-05-2018,6.91
13-05-2018,6.91
14-05-2018,7.22
15-05-2018,7.31
16-05-2018,7.51
17-05-2018,7.52
18-05-2018,7.14
19-05-2018,7.27
20-05-2018,6.86
21-05-2018,7.64
22-05-2018,7.88
23-05-2018,7.92
24-05-2018,7.86
25-05-2018,7.86
26-05-2018,7.93
27-05-2018,7.15
28-05-2018,7.16
29-05-2018,7.36
30-05-2018,7.57
31-05-2018,8.24
01-06-2018,8.4
02-06-2018,8.65
03-06-2018,8.21
04-06-2018,9.4
05-06-2018,8.86
06-06-2018,9.24
07-06-2018,8.93
08-06-2018,8.58
09-06-2018,7.66
10-06-2018,7.66
11-06-2018,8.23
12-06-2018,9.15
13-06-2018,8.25
14-06-2018,8.17
15-06-2018,8.27
16-06-2018,7.82
17-06-2018,7.82
18-06-2018,8.72
19-06-2018,8.85
20-06-2018,9.15
21-06-2018,9.46
22-06-2018,9.5
23-06-2018,9.11
24-06-2018,9.01
25-06-2018,9.93
26-06-2018,9.4
27-06-2018,9.35
28-06-2018,9.44
29-06-2018,9.81
30-06-2018,10.23
01-07-2018,9.06
02-07-2018,9.98
03-07-2018,10.96
04-07-2018,10.99
05-07-2018,10.55
06-07-2018,10.58
07-07-2018,10.45
08-07-2018,9.93
09-07-2018,10.57
10-07-2018,10.48
11-07-2018,11.06
12-07-2018,10.9
13-07-2018,10.79
14-07-2018,10.38
15-07-2018,10.38
16-07-2018,10.83
17-07-2018,10.52
18-07-2018,10.83
19-07-2018,10.52
20-07-2018,10.14
21-07-2018,10.53
22-07-2018,10.04
23-07-2018,10.73
24-07-2018,10.81
25-07-2018,10.54
26-07-2018,10.48
27-07-2018,10.83
28-07-2018,9.89
29-07-2018,9.89
30-07-2018,10.6
31-07-2018,10.21
01-08-2018,9.83
02-08-2018,9.77
03-08-2018,9.85
04-08-2018,9.73
05-08-2018,8.89
06-08-2018,9.77
07-08-2018,9.6
08-08-2018,9.44
09-08-2018,9.38
10-08-2018,9.71
11-08-2018,9.19
12-08-2018,9.44
13-08-2018,9.81
14-08-2018,9.67
15-08-2018,9.31
16-08-2018,9.98
17-08-2018,9.18
18-08-2018,9.76
19-08-2018,9.33
20-08-2018,10.04
21-08-2018,9.63
22-08-2018,9.08
23-08-2018,10.13
24-08-2018,9.92
25-08-2018,8.45
26-08-2018,8.45
27-08-2018,9.94
28-08-2018,9.63
29-08-2018,9.67
30-08-2018,8.73
31-08-2018,8.75
01-09-2018,8.41
02-09-2018,8.17
03-09-2018,7.84
04-09-2018,8.42
05-09-2018,8.09
06-09-2018,8.87
07-09-2018,8.45
08-09-2018,8.21
09-09-2018,8.21
10-09-2018,7.92
11-09-2018,8.34
12-09-2018,8.71
13-09-2018,8.28
14-09-2018,8.63
15-09-2018,8.63
16-09-2018,8.17
17-09-2018,8.04
18-09-2018,8.09
19-09-2018,7.94
20-09-2018,7.58
21-09-2018,7.82
22-09-2018,7.75
23-09-2018,7.7
24-09-2018,7.94
25-09-2018,7.83
26-09-2018,8
27-09-2018,8.31
28-09-2018,8.6
29-09-2018,8.9
30-09-2018,8.2
01-10-2018,8.73
02-10-2018,8.28
03-10-2018,9.21
04-10-2018,9.34
05-10-2018,8.96
06-10-2018,9.29
07-10-2018,8.72
08-10-2018,9.29
09-10-2018,9.54
10-10-2018,9.88
11-10-2018,10.21
12-10-2018,9.71
13-10-2018,9.95
14-10-2018,9.95
15-10-2018,11.17
16-10-2018,11.59
17-10-2018,12.75
18-10-2018,13.67
19-10-2018,15.5
20-10-2018,15.42
21-10-2018,13.42
22-10-2018,14.65
23-10-2018,14.32
24-10-2018,12.96
25-10-2018,13.13
26-10-2018,13.33
27-10-2018,11.11
28-10-2018,11.11
29-10-2018,13.17
30-10-2018,12.42
31-10-2018,12.04
01-11-2018,11.04
02-11-2018,10.04
03-11-2018,11.13
04-11-2018,8.94
05-11-2018,8.66
06-11-2018,10.38
07-11-2018,9.06
08-11-2018,9.66
09-11-2018,9.66
10-11-2018,9.11
11-11-2018,9.11
12-11-2018,10.33
13-11-2018,10.67
14-11-2018,10.92
15-11-2018,11.04
16-11-2018,10.33
17-11-2018,10.21
18-11-2018,8.78
19-11-2018,9.88
20-11-2018,8.84
21-11-2018,8.33
22-11-2018,8.84
23-11-2018,8.11
24-11-2018,8.11
25-11-2018,9.03
26-11-2018,8.69
27-11-2018,9.25
28-11-2018,9.06
29-11-2018,8.58
30-11-2018,9.16
01-12-2018,8.04
02-12-2018,8.06
03-12-2018,8.42
04-12-2018,8.29
05-12-2018,7.13
06-12-2018,6.88
07-12-2018,7.08
08-12-2018,6.58
09-12-2018,6.47
10-12-2018,6.41
11-12-2018,6.56
12-12-2018,7.02
13-12-2018,6.78
14-12-2018,7.17
15-12-2018,7.02
16-12-2018,6.86
17-12-2018,7.13
18-12-2018,6.81
19-12-2018,6.67
20-12-2018,7.02
21-12-2018,6.96
22-12-2018,7.06
23-12-2018,6.95
24-12-2018,6.29
25-12-2018,5.72
26-12-2018,6.17
27-12-2018,6.17
28-12-2018,5.92
29-12-2018,6.34
30-12-2018,5.95
31-12-2018,5.98
01-01-2019,5.86
02-01-2019,6.84
03-01-2019,6.92
04-01-2019,6.9
05-01-2019,7.21
06-01-2019,7.17
07-01-2019,6.88
08-01-2019,6.14
09-01-2019,6.13
10-01-2019,5.89
11-01-2019,6.23
12-01-2019,5.72
13-01-2019,5.72
14-01-2019,6.29
15-01-2019,6.44
16-01-2019,6.79
17-01-2019,6.33
18-01-2019,6.5
19-01-2019,6
20-01-2019,6
21-01-2019,6.13
22-01-2019,6.13
23-01-2019,6.29
24-01-2019,5.98
25-01-2019,5.96
26-01-2019,5.39
27-01-2019,5.39
28-01-2019,5.71
29-01-2019,5.34
30-01-2019,5.58
31-01-2019,5.25
01-02-2019,5.34
02-02-2019,5.34
03-02-2019,5.11
04-02-2019,5.34
05-02-2019,5.2
06-02-2019,5.58
07-02-2019,5.58
08-02-2019,5.54
09-02-2019,5.56
10-02-2019,5.56
11-02-2019,5.21
12-02-2019,5.01
13-02-2019,5.04
14-02-2019,5.04
15-02-2019,5.04
16-02-2019,4.88
17-02-2019,4.67
18-02-2019,4.81
19-02-2019,4.89
20-02-2019,4.91
21-02-2019,4.97
22-02-2019,5.09
23-02-2019,4.68
24-02-2019,4.68
25-02-2019,4.86
26-02-2019,4.86
27-02-2019,4.59
28-02-2019,4.79
01-03-2019,4.79
02-03-2019,4.61
03-03-2019,4.64
04-03-2019,4.83
05-03-2019,5.13
06-03-2019,5.06
07-03-2019,4.88
08-03-2019,4.95
09-03-2019,4.83
10-03-2019,5.06
11-03-2019,5.8
12-03-2019,6.05
13-03-2019,6.21
14-03-2019,6.38
15-03-2019,6.25
16-03-2019,6.04
17-03-2019,5.58
18-03-2019,5.89
19-03-2019,5.71
20-03-2019,5.96
21-03-2019,5.53
22-03-2019,5.77
23-03-2019,5.56
24-03-2019,5.56
25-03-2019,6.17
26-03-2019,6.42
27-03-2019,6.59
28-03-2019,6.42
29-03-2019,6.17
30-03-2019,6.21
31-03-2019,5.72
01-04-2019,5.96
02-04-2019,6.04
03-04-2019,6.11
04-04-2019,6.89
05-04-2019,6.96
06-04-2019,6.33
08-04-2019,6.75
09-04-2019,6.98
10-04-2019,6.77
11-04-2019,6.85
12-04-2019,6.89
13-04-2019,6.94
14-04-2019,6.94
15-04-2019,7.45
16-04-2019,7.13
17-04-2019,6.89
18-04-2019,7.23
19-04-2019,6.89
20-04-2019,7.29
21-04-2019,6.92
22-04-2019,7.19
23-04-2019,7.64
24-04-2019,7.74
25-04-2019,7.36
26-04-2019,8.03
27-04-2019,7.48
28-04-2019,7.28
29-04-2019,7.33
30-04-2019,7.75
02-05-2019,8.02
03-05-2019,8
04-05-2019,8
05-05-2019,7.67
06-05-2019,8.02
07-05-2019,8.33
08-05-2019,8.27
09-05-2019,8.29
10-05-2019,9.02
11-05-2019,8.69
12-05-2019,8.81
13-05-2019,9.02
14-05-2019,9.02
15-05-2019,9.15
16-05-2019,9.56
17-05-2019,9.63
18-05-2019,9.54
19-05-2019,9.64
20-05-2019,9.63
21-05-2019,9.56
22-05-2019,10.04
23-05-2019,10.4
24-05-2019,10.77
25-05-2019,10.7
26-05-2019,11
27-05-2019,10.5
28-05-2019,10.88
29-05-2019,10.38
30-05-2019,10.91
31-05-2019,10.91
01-06-2019,11.04
02-06-2019,10.22
03-06-2019,10.41
04-06-2019,10.5
05-06-2019,10
06-06-2019,10.54
07-06-2019,10.75
08-06-2019,10
09-06-2019,10
10-06-2019,11.04
11-06-2019,12.21
12-06-2019,12.54
13-06-2019,12.16
14-06-2019,12.04
15-06-2019,11.58
16-06-2019,11.28
17-06-2019,12.46
18-06-2019,12.08
19-06-2019,12.33
20-06-2019,12.16
21-06-2019,12.08
22-06-2019,10.61
23-06-2019,10.83
24-06-2019,11.5
25-06-2019,11.63
26-06-2019,11.67
27-06-2019,11.96
28-06-2019,12.04
29-06-2019,12
30-06-2019,11.16
01-07-2019,11.87
02-07-2019,12.21
03-07-2019,12.12
04-07-2019,12.41
05-07-2019,11.88
06-07-2019,12.16
07-07-2019,11.39
08-07-2019,12
09-07-2019,12
10-07-2019,11.96
11-07-2019,11.88
12-07-2019,11.79
13-07-2019,10.94
14-07-2019,10.72
15-07-2019,11.66
16-07-2019,11.62
17-07-2019,11.41
18-07-2019,11.75
19-07-2019,11.79
20-07-2019,10.92
21-07-2019,10.4
22-07-2019,11.05
23-07-2019,11.34
24-07-2019,10.91
25-07-2019,11.27
26-07-2019,11.27
27-07-2019,10.47
28-07-2019,10.61
29-07-2019,11.46
30-07-2019,11.04
31-07-2019,11.42
01-08-2019,11.38
02-08-2019,11.83
03-08-2019,11.75
04-08-2019,11.16
05-08-2019,11.96
06-08-2019,12.38
07-08-2019,12.88
08-08-2019,13.18
09-08-2019,12.85
10-08-2019,11.36
11-08-2019,11.64
12-08-2019,11.58
13-08-2019,12.44
14-08-2019,12.48
15-08-2019,12.14
16-08-2019,12.77
17-08-2019,13.8
18-08-2019,14.3
19-08-2019,15.4
20-08-2019,15.83
21-08-2019,16.79
22-08-2019,17.67
23-08-2019,18.54
24-08-2019,17.66
25-08-2019,17.28
26-08-2019,18.79
27-08-2019,18.46
28-08-2019,20.08
29-08-2019,21.42
30-08-2019,22.25
31-08-2019,22.25
01-09-2019,20.33
02-09-2019,20
03-09-2019,21.54
04-09-2019,21.75
05-09-2019,21.75
06-09-2019,22.33
09-09-2019,22.08
10-09-2019,22.54
11-09-2019,23.38
12-09-2019,23.5
13-09-2019,24.13
14-09-2019,23.5
15-09-2019,24.11
16-09-2019,26.62
17-09-2019,27.71
18-09-2019,28.46
19-09-2019,29.13
20-09-2019,32.42
21-09-2019,36.06
22-09-2019,32.83
23-09-2019,36.71
24-09-2019,36.25
25-09-2019,36.08
26-09-2019,35.17
27-09-2019,32.5
28-09-2019,30.33
29-09-2019,30.89
30-09-2019,32.5
01-10-2019,31.17
02-10-2019,30.11
03-10-2019,31.13
04-10-2019,28.25
05-10-2019,27.21
06-10-2019,27.44
07-10-2019,28.58
08-10-2019,29.67
09-10-2019,31.54
10-10-2019,31.42
11-10-2019,31.42
12-10-2019,30.22
13-10-2019,28.33
14-10-2019,28.67
15-10-2019,28.17
16-10-2019,27.63
17-10-2019,27.04
18-10-2019,25.5
19-10-2019,24.83
20-10-2019,23.33
21-10-2019,23.33
22-10-2019,24.75
23-10-2019,25.78
24-10-2019,27.79
25-10-2019,28.21
26-10-2019,25.89
27-10-2019,26.66
28-10-2019,26.89
29-10-2019,27.77
30-10-2019,30.54
31-10-2019,30
01-11-2019,31
02-11-2019,33.25
03-11-2019,30
04-11-2019,36.33
05-11-2019,40.71
06-11-2019,39.92
07-11-2019,38.21
08-11-2019,37.71
09-11-2019,35.67
10-11-2019,35.22
11-11-2019,41.42
12-11-2019,38.89
13-11-2019,39.11
14-11-2019,41.42
15-11-2019,39.88
16-11-2019,39.87
17-11-2019,37.33
18-11-2019,41.67
19-11-2019,42.17
20-11-2019,42.5
21-11-2019,43.25
22-11-2019,45.92
23-11-2019,45.11
24-11-2019,45.66
25-11-2019,53.33
26-11-2019,57.75
27-11-2019,56.58
28-11-2019,51.58
29-11-2019,53.58
30-11-2019,54
01-12-2019,49.78
02-12-2019,56.92
03-12-2019,57.21
04-12-2019,70.96
05-12-2019,75
06-12-2019,75.75
07-12-2019,77.25
08-12-2019,71.33
09-12-2019,69
10-12-2019,69.33
11-12-2019,66.92
12-12-2019,59
13-12-2019,57.5
14-12-2019,55.67
15-12-2019,54.44
16-12-2019,59.33
17-12-2019,69.25
18-12-2019,68.08
19-12-2019,68.5
20-12-2019,68.67
21-12-2019,65.67
22-12-2019,62
23-12-2019,58.67
24-12-2019,59
25-12-2019,54.67
26-12-2019,58.08
27-12-2019,61.79
28-12-2019,54.78
29-12-2019,54.22
30-12-2019,58.33
31-12-2019,53.42
01-01-2020,51.5
02-01-2020,48.67
03-01-2020,45.67
04-01-2020,44.33
05-01-2020,43.78
06-01-2020,44.67
07-01-2020,44.67
08-01-2020,43.79
09-01-2020,41.92
10-01-2020,39.04
11-01-2020,35.78
12-01-2020,35.22
13-01-2020,34.37
14-01-2020,29.67
15-01-2020,31.92
16-01-2020,32.92
17-01-2020,32
18-01-2020,32.96
19-01-2020,31.22
20-01-2020,33.67
21-01-2020,36.62
22-01-2020,37.96
23-01-2020,36.33
24-01-2020,34.25
25-01-2020,32.33
26-01-2020,33
27-01-2020,33.75
28-01-2020,30.13
29-01-2020,28.13
30-01-2020,27.21
31-01-2020,24.42
01-02-2020,25.04
02-02-2020,24.33
03-02-2020,23.56
04-02-2020,22.79
05-02-2020,21.25
06-02-2020,19.88
07-02-2020,18.96
08-02-2020,18.22
09-02-2020,17.67
10-02-2020,17.08
11-02-2020,17.96
12-02-2020,18.46
13-02-2020,19.13
14-02-2020,19
15-02-2020,18.5
16-02-2020,17.78
17-02-2020,18.71
18-02-2020,17.87
19-02-2020,17
20-02-2020,18.37
21-02-2020,17
22-02-2020,17.33
23-02-2020,16.89
24-02-2020,17.12
25-02-2020,18.04
26-02-2020,17.13
27-02-2020,17.54
28-02-2020,17.71
29-02-2020,16.89
01-03-2020,16.89
02-03-2020,16.83
03-03-2020,16.96
04-03-2020,16
05-03-2020,15.54
06-03-2020,16.21
07-03-2020,16.05
08-03-2020,16.05
09-03-2020,16.08
10-03-2020,15.61
11-03-2020,16.21
12-03-2020,16.08
13-03-2020,15.66
14-03-2020,14.5
15-03-2020,14.5
16-03-2020,15.7
17-03-2020,14.62
18-03-2020,14
19-03-2020,14.17
20-03-2020,14.04
21-03-2020,13.39
23-03-2020,13.39
24-03-2020,15.22
25-03-2020,14.89
26-03-2020,15.55
27-03-2020,15.55
28-03-2020,16.54
29-03-2020,16.72
30-03-2020,16.54
31-03-2020,17.83
01-04-2020,18.21
02-04-2020,17.63
03-04-2020,16.5
05-04-2020,13.06
06-04-2020,13.29
07-04-2020,13.79
08-04-2020,14.25
09-04-2020,13.75
10-04-2020,13.33
11-04-2020,13.56
12-04-2020,13.67
13-04-2020,12.5
14-04-2020,12.09
15-04-2020,12.17
16-04-2020,12.78
17-04-2020,11.61
18-04-2020,11.67
19-04-2020,12.59
20-04-2020,11.89
21-04-2020,11.44
22-04-2020,10.44
23-04-2020,9.17
24-04-2020,9.56
25-04-2020,9.84
26-04-2020,10.33
27-04-2020,9.33
28-04-2020,9.67
29-04-2020,9.83
30-04-2020,8.95
01-05-2020,8.34
02-05-2020,8.34
03-05-2020,8.06
04-05-2020,8.79
05-05-2020,9.17
06-05-2020,9.17
07-05-2020,9.28
08-05-2020,9.67
09-05-2020,9.5
10-05-2020,9.25
11-05-2020,9.25
12-05-2020,8.66
13-05-2020,8.5
14-05-2020,7.91
15-05-2020,7.66
16-05-2020,7.91
17-05-2020,7.66
18-05-2020,8.61
19-05-2020,8.61
20-05-2020,8.72
21-05-2020,9.17
22-05-2020,8.5
23-05-2020,8.67
24-05-2020,7.91
25-05-2020,8.44
26-05-2020,8.67
27-05-2020,8.33
28-05-2020,8.33
29-05-2020,8
30-05-2020,9.25
31-05-2020,9.91
01-06-2020,9.41
02-06-2020,8.46
03-06-2020,8.66
04-06-2020,8.66
05-06-2020,8.66
06-06-2020,8.46
07-06-2020,8.88
08-06-2020,8.63
09-06-2020,8.83
10-06-2020,8.91
11-06-2020,8.54
12-06-2020,8.25
13-06-2020,8.21
14-06-2020,8.11
15-06-2020,8.88
16-06-2020,8.75
17-06-2020,8.63
18-06-2020,8.6
19-06-2020,8.25
20-06-2020,8.28
21-06-2020,8.28
22-06-2020,8.21
23-06-2020,8.21
24-06-2020,8.33
25-06-2020,9.17
26-06-2020,9.25
27-06-2020,9.17
28-06-2020,9
29-06-2020,9.13
30-06-2020,9.21
01-07-2020,8.71
02-07-2020,8.04
03-07-2020,8.04
04-07-2020,8.13
05-07-2020,7.78
06-07-2020,8.21
07-07-2020,7.96
08-07-2020,7.92
09-07-2020,7.5
10-07-2020,7.96
11-07-2020,7.17
12-07-2020,7.64
13-07-2020,7.86
14-07-2020,8.17
15-07-2020,8.03
16-07-2020,7.56
17-07-2020,8.11
18-07-2020,7.59
19-07-2020,8.09
20-07-2020,7.89
21-07-2020,7.38
22-07-2020,7.25
23-07-2020,7.13
24-07-2020,7.5
25-07-2020,7.5
26-07-2020,7.28
27-07-2020,7.46
28-07-2020,7.23
29-07-2020,7.71
30-07-2020,6.92
31-07-2020,7.49
01-08-2020,6.98
02-08-2020,6.91
03-08-2020,7.31
04-08-2020,7.31
05-08-2020,7.42
06-08-2020,7.04
07-08-2020,7.16
08-08-2020,6.47
09-08-2020,6.72
10-08-2020,7.38
11-08-2020,7.79
12-08-2020,7.58
13-08-2020,7.85
14-08-2020,7.83
15-08-2020,8
16-08-2020,8.39
17-08-2020,8.54
18-08-2020,9.59
19-08-2020,10.17
20-08-2020,11.02
21-08-2020,11.63
22-08-2020,12.42
23-08-2020,12.42
24-08-2020,12.69
25-08-2020,13.08
26-08-2020,12.19
27-08-2020,13.08
28-08-2020,12.88
29-08-2020,12.11
30-08-2020,12.44
31-08-2020,13.33
01-09-2020,13.33
02-09-2020,13.33
03-09-2020,14
04-09-2020,14.08
05-09-2020,14.72
06-09-2020,14.72
07-09-2020,15.29
08-09-2020,15.54
09-09-2020,16
10-09-2020,16.38
11-09-2020,17.25
12-09-2020,17.22
13-09-2020,16.56
14-09-2020,18.17
15-09-2020,19
16-09-2020,17.38
17-09-2020,17.88
18-09-2020,17.63
19-09-2020,17.11
20-09-2020,17.56
21-09-2020,19.92
22-09-2020,21.83
23-09-2020,24.71
24-09-2020,24.46
25-09-2020,23.75
26-09-2020,25.67
27-09-2020,26.39
28-09-2020,28.29
29-09-2020,28.67
30-09-2020,31.17
01-10-2020,31.54
02-10-2020,27.33
03-10-2020,27.33
04-10-2020,26.28
05-10-2020,29.71
06-10-2020,28.88
07-10-2020,28.88
08-10-2020,27.71
09-10-2020,27.77
10-10-2020,26.58
11-10-2020,23.13
12-10-2020,28.88
13-10-2020,30.67
14-10-2020,33.04
15-10-2020,33.88
16-10-2020,35.92
17-10-2020,34.72
18-10-2020,35.28
19-10-2020,37.71
20-10-2020,42.58
21-10-2020,48.29
22-10-2020,46.79
23-10-2020,47.83
24-10-2020,41.78
25-10-2020,41.78
26-10-2020,48.83
27-10-2020,46.92
28-10-2020,46.67
29-10-2020,47.12
30-10-2020,42.56
31-10-2020,43.89
01-11-2020,43.89
02-11-2020,47.71
03-11-2020,47.71
04-11-2020,46.71
05-11-2020,45.54
06-11-2020,41.75
07-11-2020,35.78
08-11-2020,36.22
09-11-2020,40.79
10-11-2020,39.04
11-11-2020,40.38
12-11-2020,39.42
13-11-2020,38.75
14-11-2020,36.67
15-11-2020,35.67
16-11-2020,36.22
17-11-2020,37.71
18-11-2020,36.46
19-11-2020,35.54
20-11-2020,34.29
21-11-2020,32.05
22-11-2020,32.05
23-11-2020,33.79
24-11-2020,38.83
25-11-2020,36.96
26-11-2020,35.83
27-11-2020,35.5
28-11-2020,31.78
29-11-2020,31.33
30-11-2020,31.33
01-12-2020,30.71
02-12-2020,32
03-12-2020,30.75
04-12-2020,30
05-12-2020,27.83
06-12-2020,27.83
07-12-2020,26.21
08-12-2020,30.25
09-12-2020,26.87
10-12-2020,26.42
11-12-2020,25.25
12-12-2020,26
13-12-2020,27.33
14-12-2020,25.58
15-12-2020,25.92
16-12-2020,27.54
17-12-2020,28.17
18-12-2020,26.02
19-12-2020,25.17
20-12-2020,30.25
21-12-2020,26.05
22-12-2020,22.79
23-12-2020,20.83
24-12-2020,20.38
25-12-2020,19.5
26-12-2020,17.58
27-12-2020,19.83
28-12-2020,20.04
29-12-2020,20.08
30-12-2020,20.83
31-12-2020,22.71
01-01-2021,23.88
02-01-2021,22.89
03-01-2021,22.75
04-01-2021,23.25
05-01-2021,22.71
06-01-2021,25.5
07-01-2021,23.38
08-01-2021,24.79
09-01-2021,23
10-01-2021,23.83
11-01-2021,24.56
12-01-2021,27.38
13-01-2021,26
14-01-2021,24.96
15-01-2021,25.83
16-01-2021,32
18-01-2021,30.75
19-01-2021,27.08
20-01-2021,32.25
21-01-2021,29.17
22-01-2021,28.67
25-01-2021,28.17
27-01-2021,24.56
28-01-2021,24.42
29-01-2021,25.22
30-01-2021,24.83
31-01-2021,24.83
01-02-2021,25.58
02-02-2021,26.46
03-02-2021,33.83
04-02-2021,33.83
05-02-2021,29.46
06-02-2021,25.78
07-02-2021,22.33
08-02-2021,26.28
09-02-2021,27.83
10-02-2021,30.33
11-02-2021,36.5
12-02-2021,35.75
13-02-2021,31.5
14-02-2021,31.5
15-02-2021,36
16-02-2021,34.5
17-02-2021,35.25
18-02-2021,36.25
19-02-2021,32.05
20-02-2021,35.1
21-02-2021,35.1
22-02-2021,38.5
23-02-2021,41.25
24-02-2021,41.25
25-02-2021,35.5
26-02-2021,28
27-02-2021,28
28-02-2021,28
01-03-2021,24.25
02-03-2021,23
03-03-2021,26.75
04-03-2021,24.13
05-03-2021,22.25
06-03-2021,19
07-03-2021,19
08-03-2021,26.17
09-03-2021,18.25
10-03-2021,20.77
11-03-2021,20.6
12-03-2021,19.07
13-03-2021,13.5
14-03-2021,13.5
15-03-2021,14.75
16-03-2021,14.25
17-03-2021,19.13
18-03-2021,18.7
19-03-2021,17.9
20-03-2021,19.35
21-03-2021,10.5
22-03-2021,14.83
23-03-2021,12.67
24-03-2021,12.67
25-03-2021,12.5
26-03-2021,12.88
27-03-2021,12.47
28-03-2021,9.5
29-03-2021,9.5
30-03-2021,11.6
31-03-2021,13.83
01-04-2021,10.5
02-04-2021,9
03-04-2021,9.25
04-04-2021,9.5
05-04-2021,10.7
06-04-2021,10.5
07-04-2021,9.75
08-04-2021,9.5
09-04-2021,9.5
10-04-2021,8.5
11-04-2021,9
12-04-2021,9.75
13-04-2021,8.5
14-04-2021,8.5
15-04-2021,9.5
16-04-2021,10
17-04-2021,9.5
18-04-2021,9.5
19-04-2021,10.5
20-04-2021,9.75
21-04-2021,9.5
22-04-2021,9.75
23-04-2021,9.75
24-04-2021,9.5
25-04-2021,9.5
26-04-2021,10.25
27-04-2021,10.25
28-04-2021,10.5
29-04-2021,10.5
30-04-2021,11
01-05-2021,10.25
02-05-2021,11
03-05-2021,10.33
04-05-2021,10.17
05-05-2021,12.25
06-05-2021,11.75
07-05-2021,12
08-05-2021,10.5
09-05-2021,10.5
10-05-2021,10
11-05-2021,9.83
12-05-2021,10.5
13-05-2021,13.5
14-05-2021,12.5
15-05-2021,13.5
16-05-2021,13.5
17-05-2021,13
18-05-2021,12.75
19-05-2021,13.25
20-05-2021,11
21-05-2021,12.17
22-05-2021,13.5
23-05-2021,13.5
24-05-2021,14
25-05-2021,13.75
26-05-2021,13.5
27-05-2021,12.67
28-05-2021,15
29-05-2021,13
30-05-2021,13
31-05-2021,16.5
01-06-2021,16
02-06-2021,17.5
03-06-2021,18.25
04-06-2021,18.5
05-06-2021,17.5
06-06-2021,17.5
07-06-2021,18.25
08-06-2021,18.25
09-06-2021,18
10-06-2021,18
11-06-2021,18.5
12-06-2021,18
13-06-2021,18
14-06-2021,17.75
15-06-2021,17.75
16-06-2021,18.5
17-06-2021,19
18-06-2021,18
19-06-2021,18
20-06-2021,18
21-06-2021,18
22-06-2021,18.25
23-06-2021,19
24-06-2021,18.5
25-06-2021,18.75
26-06-2021,18.5
27-06-2021,18.5
28-06-2021,18.5
29-06-2021,17.75
30-06-2021,17.5
01-07-2021,17.5
02-07-2021,17.25
03-07-2021,16
04-07-2021,16
05-07-2021,17
06-07-2021,15
07-07-2021,18.5
08-07-2021,18
09-07-2021,16.25
10-07-2021,14
11-07-2021,14
12-07-2021,16.75
13-07-2021,16.75
14-07-2021,16.75
15-07-2021,17.5
16-07-2021,17.5
19-07-2021,17.5
22-07-2021,17.5
23-07-2021,19
26-07-2021,19
27-07-2021,18
28-07-2021,18
29-07-2021,19
30-07-2021,19.5
02-08-2021,19
03-08-2021,17.5
04-08-2021,18
05-08-2021,17
09-08-2021,16.5
10-08-2021,17
11-08-2021,18
12-08-2021,16
13-08-2021,17
17-08-2021,16.5
18-08-2021,18
19-08-2021,17.5
20-08-2021,15.5
21-08-2021,14.5
22-08-2021,14.5
23-08-2021,16.5
24-08-2021,16
25-08-2021,16.33
26-08-2021,14.5
27-08-2021,13.25
28-08-2021,12.5
29-08-2021,12.5
30-08-2021,13
31-08-2021,14
01-09-2021,14.87
02-09-2021,15
03-09-2021,15.27
04-09-2021,16.4
05-09-2021,12.8
06-09-2021,15.27
07-09-2021,14.15
08-09-2021,14.25
09-09-2021,15.83
10-09-2021,11.5
11-09-2021,15.75
12-09-2021,15.75
13-09-2021,15.93
14-09-2021,15.07
15-09-2021,16.33
16-09-2021,15
17-09-2021,15.7
18-09-2021,16.3
19-09-2021,16.3
20-09-2021,12.83
21-09-2021,13.5
22-09-2021,12.83
23-09-2021,17.5
24-09-2021,19
25-09-2021,18
26-09-2021,17
27-09-2021,19.2
28-09-2021,19.2
29-09-2021,18.9
30-09-2021,20.1
01-10-2021,22
02-10-2021,22.75
03-10-2021,23.5
04-10-2021,23.2
05-10-2021,23.2
06-10-2021,25.1
07-10-2021,27.2
08-10-2021,24.9
09-10-2021,22.83
10-10-2021,25.25
11-10-2021,25.5
